t,tx,ty,tz,px,py,pz
251,0.584061364367086,0.6013107191929359,0.23110616492005404,2.181028194770674,0.657132794086186,0.6307055174058718
252,0.6262264175657204,0.6591265535283208,0.2257734672061611,3.629218544754668,0.6748165158565627,-3.6197887436231824
253,0.688110939273984,0.7375215885993619,0.2603513814366296,4.967760789481006,1.8046447219788408,-1.0494807245328204
254,0.7701809269872908,0.823418709845274,0.3630275716684368,3.919149954915456,2.0229370726612306,-1.7111494603073574
255,0.8561840956143817,0.8670080976313495,0.5495999360254813,2.782789311571202,0.4873551945375265,0.5065685056855074
256,0.9015077957014184,0.7987179233768134,0.7555479797793809,3.86051868727714,1.6635539606203444,-3.5516336145542695
257,0.863194316492536,0.6401496260797073,0.8434430705635139,3.2951699081422863,0.5526237223887609,0.5090790528353466
258,0.760034358130192,0.5097871191885827,0.7867347944593543,3.8301731594566295,2.0334185232438937,-2.725718181397614
259,0.6510276198588748,0.45549850304924466,0.6768055835078013,1.924477901001909,0.9840778460523651,1.559369479652311
260,0.5711021572527091,0.4468337380542873,0.5724485343984118,3.553172793356561,1.4110516791910506,-1.6356579425440678
261,0.5230614067031508,0.45241024251138273,0.4840329562874132,1.8875385563209655,0.9251069439693111,0.04290953608872883
262,0.4973302716725154,0.45861419939054365,0.40869471260710527,2.77070631960118,1.5778577363759094,-1.932404785176061
263,0.4841943219057117,0.46189087062631623,0.3435016739340439,3.4020108444584665,1.948124500287916,-0.5880668671611176
264,0.47705191288839993,0.46207146686500805,0.2866930926088506,4.485631851595807,1.4166868080422717,-3.098669413119346
265,0.47201285858906533,0.4594516468965363,0.23712233224481077,2.4980328076859557,-0.17580891603553006,0.411150017501825
266,0.46674808188427613,0.45381286757651595,0.19395732965242113,2.7323923648312487,0.34587574624410244,-2.094836457952205
267,0.4594992764051214,0.44408627715046123,0.1566485089461827,5.630683550566817,2.6867144061603145,-4.0141517995183165
268,0.4483267456722345,0.42804676699505706,0.12510424627974412,3.4205159431737187,0.173229918209584,-0.046627212175479826
269,0.43043595630333076,0.40178715256563186,0.10023697214529739,4.507698450349902,1.7190683020346906,-4.756008110917662
270,0.40141963826047244,0.3589591933944257,0.08543909796266067,3.4948941310212565,0.5768515387568982,0.14969488808116438
271,0.3544562955311383,0.29042858716344466,0.09036460247927611,2.7526981434310827,1.4502209932324703,-1.2211033151567996
272,0.28045940480680387,0.1877776309382141,0.13931699693055216,3.595619889041437,2.0614354456939648,-2.280607597680131
273,0.17370601808743424,0.0626327634401666,0.2813425860169197,2.0228335773411406,-0.30277798854977966,0.4424825786253308
274,0.05407078339380078,-0.0042033420093050555,0.5602342347305633,3.1898216220428655,0.316324020410093,-2.6622513130146466
275,-0.002732947777178363,0.121790763984919,0.8648605743648774,5.586377136180216,1.7943795793878738,-2.288401392424845
276,0.07510486645542952,0.37509220695033285,0.9421023332365706,3.5944668045454087,1.353581644128365,-0.7955153413125231
277,0.2344974295108005,0.5331052517978841,0.818088873141301,3.966649011188685,1.1141523654082626,-4.673471595500196
278,0.3779570980409047,0.5746577046123673,0.6743241267743334,5.631747274425119,1.8361089697118214,-2.527483069533435
279,0.4721084716552885,0.5739997774459658,0.5660879883650916,3.4361593617571398,1.1558022031659387,-0.03194652036752643
280,0.5273689336315229,0.5713482620216561,0.48557896745103074,4.852226573748825,2.302349219800851,-4.795425523381688
281,0.5621497000264992,0.5788167524458019,0.4237263103405143,2.6212023452778936,-0.2209319996693786,-0.0739934954579411
282,0.5907639667530827,0.5990944589575932,0.3782024374973449,4.257784338763107,2.3230249589750525,-3.623132450053614
283,0.6226040903473742,0.6329149315371306,0.3516129087108417,2.3948204331631864,0.1676062307126358,0.5566286659486153
284,0.6634940670006375,0.6798671768417393,0.3511112285425481,3.523522419346067,0.8107261484161068,-2.6721872608596158
285,0.7156414866978345,0.7347498476933094,0.38819923027086667,3.622216677362559,1.4378307032923772,-0.4709939535012566
286,0.7745934162564299,0.7804514634913744,0.47301963215109794,3.456316234413819,1.883114682204008,-2.708468934312677
287,0.8243776650498922,0.7858972104405055,0.5953700228483563,2.639378892518673,0.6039980793854927,0.23490474856124877
288,0.8399989990086114,0.7298153758111776,0.7054163127799016,3.231707155605891,1.1577988350849093,-3.1837436758646653
289,0.8076286987067647,0.637935722439509,0.7446932256337717,4.564250656643721,1.862289508134177,-1.3553764183233419
290,0.7424450302369504,0.5622779770882749,0.7086509000891008,3.2017570888724887,1.332366056194589,-0.956802085784684
291,0.6740879269939128,0.5252183431128989,0.6357880878687927,3.929050926863603,1.3993985111112597,-3.8982822173140548
292,0.6222368765350476,0.5177065051970753,0.5572161217367191,4.245947488005839,0.9516084299695553,-1.1414384633613643
293,0.5917774529542376,0.5258620301517143,0.48504547205125353,2.48037585669303,0.6351127825016896,-0.975682341518322
294,0.5801287569842373,0.5423799588613549,0.42255709605359976,4.550734697257821,2.221708042755635,-3.9606689888814124
295,0.5837068786220994,0.5659319863028585,0.3713614736464315,2.0350072049746313,0.10205796199215023,1.4320999756491801
296,0.6006742218797014,0.5984474323487273,0.3342116736565844,2.629859127579845,0.439148142800045,-1.8277239084890091
297,0.6313156443909527,0.6428750560483284,0.3167886407255225,5.632494810891985,2.128070724444223,-3.491877948836887
298,0.6769784860720446,0.7002090016408197,0.3296555786557331,3.4885146298103518,-0.1680174025231711,0.03298869082101419
299,0.7370269001357709,0.7631479634155311,0.3883394529701338,4.2360426209813005,1.5195263545653592,-3.7891894727303352
