system,ic_index,ic,model,seed,vpt_steps,vpt_lyap,diverged,wasserstein
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",elm300,2,31,1.40368,True,1.1818816161999952
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,0,14,0.6339199999999999,False,0.2107131235052022
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,1,13,0.5886399999999999,True,2.0831610097445186
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,2,13,0.5886399999999999,False,0.12663865597288174
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",ngrc,0,11,0.49807999999999997,True,2.1680339526019317e+117
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,0,13,0.5886399999999999,False,0.05451258973242268
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,1,28,1.2678399999999999,False,0.03847673055430775
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,2,28,1.2678399999999999,False,0.04577865845554546
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,0,27,1.2225599999999999,True,1.9206750493776963
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,1,75,3.396,False,2.681867860287559
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,2,27,1.2225599999999999,False,1.8633739269949614
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,0,27,1.2225599999999999,False,0.11964919830026471
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,1,11,0.49807999999999997,False,0.08395944863508717
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,2,13,0.5886399999999999,False,0.08121453695320072
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",ngrc,0,39,1.76592,True,1.1116083693674764e+250
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,0,43,1.9470399999999999,False,0.07372735302047635
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,1,48,2.17344,False,0.04459460578738852
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,2,30,1.3584,False,0.1457082248287606
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,0,11,0.49807999999999997,True,3.2934058768168226
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,1,10,0.4528,True,4.349264757234789
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,2,12,0.54336,False,2.98492788202461
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,0,25,1.132,False,0.20939478565045477
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,1,13,0.5886399999999999,False,0.11960268807862762
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,2,12,0.54336,True,1.9113525112923284
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",ngrc,0,9,0.40752,True,3.406258993219436e+185
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,0,10,0.4528,True,9.269251287336715
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,1,14,0.6339199999999999,False,0.030863677999394063
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,2,10,0.4528,False,0.01170572788367376
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,0,13,0.5886399999999999,True,2.062099808931783
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,1,58,2.62624,False,2.936399584725566
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,2,12,0.54336,True,2.0648793278392463
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,0,17,0.76976,False,0.15672691416959678
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,1,9,0.40752,False,0.15515496544938082
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,2,11,0.49807999999999997,False,0.12232067053389306
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",ngrc,0,17,0.76976,True,9.306428098851782e+279
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,0,11,0.49807999999999997,False,0.06064251026533542
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,1,23,1.04144,False,0.06203189256910144
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,2,18,0.81504,False,0.01273078285214213
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,0,15,0.6792,True,2.975612312718917
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,1,15,0.6792,False,2.334865107723193
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,2,18,0.81504,True,2.829735858974942
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,0,15,0.6792,False,0.23477793240441103
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,1,5,0.2264,False,0.09543685138824523
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,2,15,0.6792,True,2.3316768615976855
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",ngrc,0,11,0.49807999999999997,True,4.080246803357901e+285
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,0,3,0.13584,True,0.8154826803980268
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,1,3,0.13584,True,20.733024949942553
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,2,2,0.09056,False,0.08549037138842994
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,0,11,0.49807999999999997,True,3.3384768873657453
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,1,9,0.40752,False,2.7649640147677204
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,2,10,0.4528,False,2.8803447716018593
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,0,8,0.36224,False,0.17023710692893235
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,1,8,0.36224,True,1.8777103570453653
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,2,9,0.40752,True,5.411066255825819
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",ngrc,0,14,0.6339199999999999,True,1.8318094193067708e+219
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,0,32,1.44896,False,0.10864806673868364
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,1,19,0.86032,True,11.402012769404262
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,2,30,1.3584,False,0.027217685539906906
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,0,29,1.31312,True,2.6613845720586884
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,1,26,1.1772799999999999,False,2.974873065947695
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,2,27,1.2225599999999999,False,2.7944337756228395
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,0,18,0.81504,False,0.1853369720416176
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,1,19,0.86032,False,0.08668871914138464
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,2,20,0.9056,True,3.8881164478832337
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",ngrc,0,20,0.9056,True,4.196092512752547e+125
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,0,32,1.44896,True,16.70091242718454
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,1,31,1.40368,False,0.11634706627387116
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,2,46,2.08288,False,0.07372541114688744
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,0,17,0.76976,True,3.65302008917367
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,1,13,0.5886399999999999,False,3.7469550184534715
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,2,14,0.6339199999999999,True,3.312054503946592
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,0,7,0.31695999999999996,False,0.3141042083627681
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,1,6,0.27168,False,0.2545425882006694
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,2,7,0.31695999999999996,True,0.6591837246563249
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",ngrc,0,9,0.40752,True,8.531460845634783e+239
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,0,12,0.54336,False,0.13634592697813205
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,1,10,0.4528,False,0.06870824149006227
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,2,12,0.54336,False,0.09881592649607684
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,0,14,0.6339199999999999,True,3.6106214370968717
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,1,18,0.81504,False,3.877427889501501
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,2,21,0.95088,True,2.991283421942102
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,0,15,0.6792,False,0.14346253665140968
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,1,13,0.5886399999999999,True,2.1953085433563375
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,2,13,0.5886399999999999,False,0.10415004312686695
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",ngrc,0,21,0.95088,True,9.098843630105928e+231
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,0,6,0.27168,True,10.084313474710779
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,1,7,0.31695999999999996,False,0.06353589368305985
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,2,7,0.31695999999999996,False,0.14455392101284326
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,0,9,0.40752,True,3.251120970649393
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,1,18,0.81504,False,3.94465180731242
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,2,19,0.86032,False,2.742312171287894
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,0,10,0.4528,False,0.18902360559257614
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,1,21,0.95088,False,0.1255424105398529
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,2,11,0.49807999999999997,False,0.141008824095189
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",ngrc,0,10,0.4528,True,7.908591653689884e+220
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,0,12,0.54336,False,0.05181893008049762
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,1,7,0.31695999999999996,False,0.024098077434333315
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,2,7,0.31695999999999996,False,0.02815578741103573
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,0,10,0.4528,True,2.791345295300415
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,1,8,0.36224,False,2.513235004987811
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,2,9,0.40752,True,2.907290401062858
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,0,9,0.40752,False,0.2467887168176485
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,1,6,0.27168,False,0.09772052052936075
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,2,7,0.31695999999999996,False,0.06245971553896369
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",ngrc,0,21,0.95088,True,1.3477310621497316e+103
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,0,10,0.4528,True,12.011164579811748
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,1,9,0.40752,False,0.04845760646964553
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,2,5,0.2264,False,0.016433741208528654
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,0,22,0.9961599999999999,False,2.335580864534362
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,1,18,0.81504,False,2.414129260907915
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,2,19,0.86032,False,2.663020685871447
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,0,10,0.4528,False,0.21954828631673673
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,1,7,0.31695999999999996,False,0.10046602165182456
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,2,9,0.40752,False,0.08699410134517557
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",ngrc,0,20,0.9056,True,5.251654138987061e+247
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,0,5,0.2264,True,16.050250480370863
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,1,27,1.2225599999999999,False,0.06542454992462479
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,2,5,0.2264,False,0.06039827578112692
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,0,15,0.6792,True,3.5625313498875877
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,1,15,0.6792,False,4.174892999845763
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,2,16,0.72448,True,2.9203134074139987
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,0,7,0.31695999999999996,False,0.24632737755312806
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,1,6,0.27168,False,0.1816949506314116
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,2,7,0.31695999999999996,False,0.19074229920115865
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",ngrc,0,15,0.6792,True,6.807938478386883e+210
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,0,22,0.9961599999999999,False,0.037649262438024675
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,1,5,0.2264,False,0.05265921068311702
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,2,23,1.04144,False,0.0168907389132846
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,0,14,0.6339199999999999,True,3.293002708966835
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,1,11,0.49807999999999997,False,4.329202397793221
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,2,14,0.6339199999999999,True,3.0824666074582634
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,0,14,0.6339199999999999,False,0.22935702278490178
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,1,6,0.27168,False,0.17344237265155316
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,2,13,0.5886399999999999,False,0.18817728993440433
mackeyglass,0,{'x0': 1.1750572799628},ngrc,0,23,0.19274,True,5.77463522472202e+245
mackeyglass,0,{'x0': 1.1750572799628},esn300,0,296,2.48048,False,0.008339467860896257
mackeyglass,0,{'x0': 1.1750572799628},esn300,1,80,0.6704,False,0.13866861946681575
mackeyglass,0,{'x0': 1.1750572799628},esn300,2,155,1.2989,False,0.026967796552041977
mackeyglass,0,{'x0': 1.1750572799628},elm300,0,18,0.15084,True,6.7325062375581375
mackeyglass,0,{'x0': 1.1750572799628},elm300,1,17,0.14246,True,3.6655844927261403
mackeyglass,0,{'x0': 1.1750572799628},elm300,2,18,0.15084,True,3.9701658013352423
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,0,10,0.0838,False,0.12171445506637554
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,1,12,0.10056,False,0.2718523104005668
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,2,10,0.0838,False,0.18985996297877022
mackeyglass,1,{'x0': 1.3383282805817451},ngrc,0,7,0.058660000000000004,True,6.849264138048551e+219
mackeyglass,1,{'x0': 1.3383282805817451},esn300,0,223,1.86874,False,0.010483384453107848
mackeyglass,1,{'x0': 1.3383282805817451},esn300,1,138,1.1564400000000001,False,0.9193869285636803
mackeyglass,1,{'x0': 1.3383282805817451},esn300,2,168,1.40784,False,0.013299377290830128
mackeyglass,1,{'x0': 1.3383282805817451},elm300,0,37,0.31006,True,4.3313815076267295
mackeyglass,1,{'x0': 1.3383282805817451},elm300,1,12,0.10056,True,4.670725516710829
mackeyglass,1,{'x0': 1.3383282805817451},elm300,2,18,0.15084,True,5.552119440878212
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,0,11,0.09218,False,0.13052526751386498
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,1,22,0.18436,False,0.25981740033518186
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,2,11,0.09218,False,0.18010955744451862
mackeyglass,2,{'x0': 1.265411414147116},ngrc,0,29,0.24302,True,6.234357702126576e+172
mackeyglass,2,{'x0': 1.265411414147116},esn300,0,300,2.5140000000000002,False,0.0040351825895232965
mackeyglass,2,{'x0': 1.265411414147116},esn300,1,209,1.75142,False,0.008538989713220207
mackeyglass,2,{'x0': 1.265411414147116},esn300,2,190,1.5922,False,0.008815932452446459
mackeyglass,2,{'x0': 1.265411414147116},elm300,0,31,0.25978,True,6.750562324236821
mackeyglass,2,{'x0': 1.265411414147116},elm300,1,32,0.26816,True,3.4316713348136156
mackeyglass,2,{'x0': 1.265411414147116},elm300,2,23,0.19274,True,6.566173886365457
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,0,20,0.1676,False,0.20094014648649963
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,1,28,0.23464000000000002,False,0.28057372140156583
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,2,13,0.10894000000000001,False,0.1579866672199388
mackeyglass,3,{'x0': 0.9351243139943551},ngrc,0,24,0.20112,True,2.8864072258916276e+214
mackeyglass,3,{'x0': 0.9351243139943551},esn300,0,216,1.8100800000000001,False,0.015215693803573464
mackeyglass,3,{'x0': 0.9351243139943551},esn300,1,122,1.02236,False,0.019996606196981757
mackeyglass,3,{'x0': 0.9351243139943551},esn300,2,177,1.48326,False,0.024953235414486838
mackeyglass,3,{'x0': 0.9351243139943551},elm300,0,26,0.21788000000000002,True,5.05812622128598
mackeyglass,3,{'x0': 0.9351243139943551},elm300,1,27,0.22626000000000002,True,2.8008975418975144
mackeyglass,3,{'x0': 0.9351243139943551},elm300,2,27,0.22626000000000002,True,5.128639612873917
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,0,5,0.0419,False,0.10943988607521712
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,1,4,0.03352,False,0.21370050742418534
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,2,5,0.0419,False,0.1871228811721973
mackeyglass,4,{'x0': 0.9800997709467353},ngrc,0,19,0.15922,True,2.4119496254430003e+161
mackeyglass,4,{'x0': 0.9800997709467353},esn300,0,300,2.5140000000000002,False,0.007327738147894889
mackeyglass,4,{'x0': 0.9800997709467353},esn300,1,70,0.5866,False,0.10983559288807211
mackeyglass,4,{'x0': 0.9800997709467353},esn300,2,71,0.5949800000000001,False,0.02179814510052975
mackeyglass,4,{'x0': 0.9800997709467353},elm300,0,33,0.27654,True,5.8024352863365
mackeyglass,4,{'x0': 0.9800997709467353},elm300,1,33,0.27654,True,3.0052309222767604
mackeyglass,4,{'x0': 0.9800997709467353},elm300,2,54,0.45252000000000003,True,4.080609803148211
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,0,20,0.1676,False,0.16804900399182682
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,1,6,0.05028,False,0.2643532032251072
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,2,13,0.10894000000000001,False,0.1331423865619222
mackeyglass,5,{'x0': 1.324132067237757},ngrc,0,16,0.13408,True,1.451436279270039e+155
mackeyglass,5,{'x0': 1.324132067237757},esn300,0,165,1.3827,False,0.01454566667968269
