system,ic_index,ic,model,seed,nrmse,n_features
mackeyglass,3,{'x0': 0.9351243139943551},elm300,0,0.0013780175522214594,300
mackeyglass,3,{'x0': 0.9351243139943551},elm300,1,0.0013522752351511113,300
mackeyglass,3,{'x0': 0.9351243139943551},elm300,2,0.0013739663145303225,300
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,0,0.003807141696329778,96
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,1,0.0038543604038554,96
mackeyglass,3,{'x0': 0.9351243139943551},qrc_rich,2,0.0038660738526666207,96
mackeyglass,4,{'x0': 0.9800997709467353},ngrc,0,0.0024192540503440827,21
mackeyglass,4,{'x0': 0.9800997709467353},esn300,0,0.006216786158257644,300
mackeyglass,4,{'x0': 0.9800997709467353},esn300,1,0.007235729330474573,300
mackeyglass,4,{'x0': 0.9800997709467353},esn300,2,0.007208326874440875,300
mackeyglass,4,{'x0': 0.9800997709467353},elm300,0,0.0017707055651811656,300
mackeyglass,4,{'x0': 0.9800997709467353},elm300,1,0.0017435082179915566,300
mackeyglass,4,{'x0': 0.9800997709467353},elm300,2,0.0017397358137162743,300
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,0,0.004766449878011987,96
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,1,0.00511234151397212,96
mackeyglass,4,{'x0': 0.9800997709467353},qrc_rich,2,0.004646247215074377,96
mackeyglass,5,{'x0': 1.324132067237757},ngrc,0,0.0024102745966197697,21
mackeyglass,5,{'x0': 1.324132067237757},esn300,0,0.006650357478566544,300
mackeyglass,5,{'x0': 1.324132067237757},esn300,1,0.007535491384557188,300
mackeyglass,5,{'x0': 1.324132067237757},esn300,2,0.0074790665389403484,300
mackeyglass,5,{'x0': 1.324132067237757},elm300,0,0.0018104907177236128,300
mackeyglass,5,{'x0': 1.324132067237757},elm300,1,0.0017775997815663623,300
mackeyglass,5,{'x0': 1.324132067237757},elm300,2,0.0017671908403747822,300
mackeyglass,5,{'x0': 1.324132067237757},qrc_rich,0,0.004676177146037666,96
mackeyglass,5,{'x0': 1.324132067237757},qrc_rich,1,0.005018042213488426,96
mackeyglass,5,{'x0': 1.324132067237757},qrc_rich,2,0.004544060459609488,96
mackeyglass,6,{'x0': 0.8031591827393448},ngrc,0,0.0020436153177828724,21
mackeyglass,6,{'x0': 0.8031591827393448},esn300,0,0.005551740108767392,300
mackeyglass,6,{'x0': 0.8031591827393448},esn300,1,0.006427252551067337,300
mackeyglass,6,{'x0': 0.8031591827393448},esn300,2,0.006227880394855185,300
mackeyglass,6,{'x0': 0.8031591827393448},elm300,0,0.0014442947575455721,300
mackeyglass,6,{'x0': 0.8031591827393448},elm300,1,0.001412956683073409,300
mackeyglass,6,{'x0': 0.8031591827393448},elm300,2,0.0014273701693351775,300
mackeyglass,6,{'x0': 0.8031591827393448},qrc_rich,0,0.004262166219044963,96
mackeyglass,6,{'x0': 0.8031591827393448},qrc_rich,1,0.0045024953935954475,96
mackeyglass,6,{'x0': 0.8031591827393448},qrc_rich,2,0.004221559363325182,96
mackeyglass,7,{'x0': 1.2927370510296596},ngrc,0,0.0020386091144186233,21
mackeyglass,7,{'x0': 1.2927370510296596},esn300,0,0.005466802309632506,300
mackeyglass,7,{'x0': 1.2927370510296596},esn300,1,0.006195799192975411,300
mackeyglass,7,{'x0': 1.2927370510296596},esn300,2,0.006076409834140992,300
mackeyglass,7,{'x0': 1.2927370510296596},elm300,0,0.0014636623323487545,300
mackeyglass,7,{'x0': 1.2927370510296596},elm300,1,0.0014323237469069817,300
mackeyglass,7,{'x0': 1.2927370510296596},elm300,2,0.001455780622302552,300
mackeyglass,7,{'x0': 1.2927370510296596},qrc_rich,0,0.0042868337196381254,96
mackeyglass,7,{'x0': 1.2927370510296596},qrc_rich,1,0.004517389171112036,96
mackeyglass,7,{'x0': 1.2927370510296596},qrc_rich,2,0.0042548460093482,96
mackeyglass,8,{'x0': 1.2782416572512276},ngrc,0,0.002450089690530579,21
mackeyglass,8,{'x0': 1.2782416572512276},esn300,0,0.0067984877219654264,300
mackeyglass,8,{'x0': 1.2782416572512276},esn300,1,0.007761232491101458,300
mackeyglass,8,{'x0': 1.2782416572512276},esn300,2,0.007663259950110527,300
mackeyglass,8,{'x0': 1.2782416572512276},elm300,0,0.0018946128174231777,300
mackeyglass,8,{'x0': 1.2782416572512276},elm300,1,0.0018543342291234366,300
mackeyglass,8,{'x0': 1.2782416572512276},elm300,2,0.0018521053388968797,300
mackeyglass,8,{'x0': 1.2782416572512276},qrc_rich,0,0.004853542158371389,96
mackeyglass,8,{'x0': 1.2782416572512276},qrc_rich,1,0.005203270660325561,96
mackeyglass,8,{'x0': 1.2782416572512276},qrc_rich,2,0.004751826974567942,96
mackeyglass,9,{'x0': 1.0807609717062325},ngrc,0,0.0018283945881006466,21
mackeyglass,9,{'x0': 1.0807609717062325},esn300,0,0.007024665063769529,300
mackeyglass,9,{'x0': 1.0807609717062325},esn300,1,0.00835151980854736,300
mackeyglass,9,{'x0': 1.0807609717062325},esn300,2,0.007470689648054359,300
mackeyglass,9,{'x0': 1.0807609717062325},elm300,0,0.0013738304212805598,300
mackeyglass,9,{'x0': 1.0807609717062325},elm300,1,0.0013578993774780812,300
mackeyglass,9,{'x0': 1.0807609717062325},elm300,2,0.0013980089215710235,300
mackeyglass,9,{'x0': 1.0807609717062325},qrc_rich,0,0.004109676410920929,96
mackeyglass,9,{'x0': 1.0807609717062325},qrc_rich,1,0.004330391250710775,96
mackeyglass,9,{'x0': 1.0807609717062325},qrc_rich,2,0.004107319033645081,96
mackeyglass,10,{'x0': 0.9818194560915882},ngrc,0,0.0023189823058476955,21
mackeyglass,10,{'x0': 0.9818194560915882},esn300,0,0.005848776184538635,300
mackeyglass,10,{'x0': 0.9818194560915882},esn300,1,0.006726631319110907,300
mackeyglass,10,{'x0': 0.9818194560915882},esn300,2,0.00663391990760829,300
mackeyglass,10,{'x0': 0.9818194560915882},elm300,0,0.0016842362719943318,300
mackeyglass,10,{'x0': 0.9818194560915882},elm300,1,0.0016517343955259026,300
mackeyglass,10,{'x0': 0.9818194560915882},elm300,2,0.0016564122750637356,300
mackeyglass,10,{'x0': 0.9818194560915882},qrc_rich,0,0.004580198140031802,96
mackeyglass,10,{'x0': 0.9818194560915882},qrc_rich,1,0.004862155966693484,96
mackeyglass,10,{'x0': 0.9818194560915882},qrc_rich,2,0.004485485702019475,96
mackeyglass,11,{'x0': 0.967055367260464},ngrc,0,0.002484384724025996,21
mackeyglass,11,{'x0': 0.967055367260464},esn300,0,0.006960933089362561,300
mackeyglass,11,{'x0': 0.967055367260464},esn300,1,0.00802870692193022,300
mackeyglass,11,{'x0': 0.967055367260464},esn300,2,0.008055105904922396,300
mackeyglass,11,{'x0': 0.967055367260464},elm300,0,0.001987071337691795,300
mackeyglass,11,{'x0': 0.967055367260464},elm300,1,0.0019519027445482312,300
mackeyglass,11,{'x0': 0.967055367260464},elm300,2,0.0019440572788025458,300
mackeyglass,11,{'x0': 0.967055367260464},qrc_rich,0,0.004897826203423435,96
mackeyglass,11,{'x0': 0.967055367260464},qrc_rich,1,0.005189356237221148,96
mackeyglass,11,{'x0': 0.967055367260464},qrc_rich,2,0.004819289273414238,96
mackeyglass,12,{'x0': 0.9529217525924748},ngrc,0,0.002212378779776592,21
mackeyglass,12,{'x0': 0.9529217525924748},esn300,0,0.006019248634421339,300
mackeyglass,12,{'x0': 0.9529217525924748},esn300,1,0.007087132231014444,300
mackeyglass,12,{'x0': 0.9529217525924748},esn300,2,0.007022349536699797,300
mackeyglass,12,{'x0': 0.9529217525924748},elm300,0,0.0015987139744359509,300
mackeyglass,12,{'x0': 0.9529217525924748},elm300,1,0.0015775847059473916,300
mackeyglass,12,{'x0': 0.9529217525924748},elm300,2,0.0015792270600592957,300
mackeyglass,12,{'x0': 0.9529217525924748},qrc_rich,0,0.004416380200061578,96
mackeyglass,12,{'x0': 0.9529217525924748},qrc_rich,1,0.004759383301505532,96
mackeyglass,12,{'x0': 0.9529217525924748},qrc_rich,2,0.004321430432811362,96
mackeyglass,13,{'x0': 1.067045783529588},ngrc,0,0.002225001369946671,21
mackeyglass,13,{'x0': 1.067045783529588},esn300,0,0.006205483560509042,300
mackeyglass,13,{'x0': 1.067045783529588},esn300,1,0.00722606576158761,300
mackeyglass,13,{'x0': 1.067045783529588},esn300,2,0.007146709051183249,300
mackeyglass,13,{'x0': 1.067045783529588},elm300,0,0.0017062548669225588,300
mackeyglass,13,{'x0': 1.067045783529588},elm300,1,0.0016635885258789967,300
mackeyglass,13,{'x0': 1.067045783529588},elm300,2,0.0016775070947452743,300
mackeyglass,13,{'x0': 1.067045783529588},qrc_rich,0,0.004386826963613587,96
mackeyglass,13,{'x0': 1.067045783529588},qrc_rich,1,0.004634384498097977,96
mackeyglass,13,{'x0': 1.067045783529588},qrc_rich,2,0.004314134104606087,96
mackeyglass,14,{'x0': 1.102728955374772},ngrc,0,0.0026853200081645616,21
mackeyglass,14,{'x0': 1.102728955374772},esn300,0,0.007584428018933098,300
mackeyglass,14,{'x0': 1.102728955374772},esn300,1,0.008817837030369414,300
mackeyglass,14,{'x0': 1.102728955374772},esn300,2,0.008850352580457454,300
mackeyglass,14,{'x0': 1.102728955374772},elm300,0,0.0020764416246256043,300
mackeyglass,14,{'x0': 1.102728955374772},elm300,1,0.002041552121435622,300
mackeyglass,14,{'x0': 1.102728955374772},elm300,2,0.002007774518944705,300
mackeyglass,14,{'x0': 1.102728955374772},qrc_rich,0,0.005189779621750303,96
mackeyglass,14,{'x0': 1.102728955374772},qrc_rich,1,0.005658729980561093,96
mackeyglass,14,{'x0': 1.102728955374772},qrc_rich,2,0.0050344492876721525,96
mackeyglass,15,{'x0': 1.1320984112446955},ngrc,0,0.002396358741111931,21
mackeyglass,15,{'x0': 1.1320984112446955},esn300,0,0.006357066886485598,300
mackeyglass,15,{'x0': 1.1320984112446955},esn300,1,0.007420518491709239,300
mackeyglass,15,{'x0': 1.1320984112446955},esn300,2,0.007367808996073384,300
mackeyglass,15,{'x0': 1.1320984112446955},elm300,0,0.0018714846816146869,300
mackeyglass,15,{'x0': 1.1320984112446955},elm300,1,0.0018259538346308015,300
mackeyglass,15,{'x0': 1.1320984112446955},elm300,2,0.0018332359826631248,300
mackeyglass,15,{'x0': 1.1320984112446955},qrc_rich,0,0.004895838353591776,96
mackeyglass,15,{'x0': 1.1320984112446955},qrc_rich,1,0.005218415141822877,96
mackeyglass,15,{'x0': 1.1320984112446955},qrc_rich,2,0.004733639593212956,96
mackeyglass,16,{'x0': 1.3973001700606356},ngrc,0,0.0022846503839420375,21
mackeyglass,16,{'x0': 1.3973001700606356},esn300,0,0.005882084534717326,300
mackeyglass,16,{'x0': 1.3973001700606356},esn300,1,0.006854577549383473,300
mackeyglass,16,{'x0': 1.3973001700606356},esn300,2,0.006815468264468429,300
mackeyglass,16,{'x0': 1.3973001700606356},elm300,0,0.001713298333002555,300
mackeyglass,16,{'x0': 1.3973001700606356},elm300,1,0.0016792254235595677,300
mackeyglass,16,{'x0': 1.3973001700606356},elm300,2,0.0016806798546580026,300
mackeyglass,16,{'x0': 1.3973001700606356},qrc_rich,0,0.004306293451999262,96
mackeyglass,16,{'x0': 1.3973001700606356},qrc_rich,1,0.004537382869345994,96
mackeyglass,16,{'x0': 1.3973001700606356},qrc_rich,2,0.004192854181447022,96
mackeyglass,17,{'x0': 1.2755971515282518},ngrc,0,0.002251556401122002,21
mackeyglass,17,{'x0': 1.2755971515282518},esn300,0,0.006335488125976352,300
mackeyglass,17,{'x0': 1.2755971515282518},esn300,1,0.0073308206331150275,300
mackeyglass,17,{'x0': 1.2755971515282518},esn300,2,0.007317703887254217,300
mackeyglass,17,{'x0': 1.2755971515282518},elm300,0,0.001667618318836508,300
mackeyglass,17,{'x0': 1.2755971515282518},elm300,1,0.0016457359497366682,300
mackeyglass,17,{'x0': 1.2755971515282518},elm300,2,0.001641795612789054,300
mackeyglass,17,{'x0': 1.2755971515282518},qrc_rich,0,0.004500533372153891,96
mackeyglass,17,{'x0': 1.2755971515282518},qrc_rich,1,0.004818131917810888,96
mackeyglass,17,{'x0': 1.2755971515282518},qrc_rich,2,0.004403783461648706,96
mackeyglass,18,{'x0': 1.1733075376646975},ngrc,0,0.002329894868485508,21
mackeyglass,18,{'x0': 1.1733075376646975},esn300,0,0.006145089913696985,300
mackeyglass,18,{'x0': 1.1733075376646975},esn300,1,0.007127411270642469,300
mackeyglass,18,{'x0': 1.1733075376646975},esn300,2,0.0071385389617236745,300
mackeyglass,18,{'x0': 1.1733075376646975},elm300,0,0.0017433541931896333,300
mackeyglass,18,{'x0': 1.1733075376646975},elm300,1,0.0017085565056899218,300
mackeyglass,18,{'x0': 1.1733075376646975},elm300,2,0.0017278746906078443,300
mackeyglass,18,{'x0': 1.1733075376646975},qrc_rich,0,0.004601714390451696,96
mackeyglass,18,{'x0': 1.1733075376646975},qrc_rich,1,0.004834075851815794,96
mackeyglass,18,{'x0': 1.1733075376646975},qrc_rich,2,0.004577848553757894,96
mackeyglass,19,{'x0': 1.3933760886091309},ngrc,0,0.0026256977751914334,21
mackeyglass,19,{'x0': 1.3933760886091309},esn300,0,0.007186129240376901,300
mackeyglass,19,{'x0': 1.3933760886091309},esn300,1,0.008337120214228865,300
mackeyglass,19,{'x0': 1.3933760886091309},esn300,2,0.008277339677117728,300
mackeyglass,19,{'x0': 1.3933760886091309},elm300,0,0.0020099284792665798,300
mackeyglass,19,{'x0': 1.3933760886091309},elm300,1,0.0019639190467358775,300
mackeyglass,19,{'x0': 1.3933760886091309},elm300,2,0.001961957003133427,300
mackeyglass,19,{'x0': 1.3933760886091309},qrc_rich,0,0.005247893980672203,96
mackeyglass,19,{'x0': 1.3933760886091309},qrc_rich,1,0.005654161893465487,96
mackeyglass,19,{'x0': 1.3933760886091309},qrc_rich,2,0.005129643957745572,96
