system,n_qubits_eq,model,seed,nrmse,n_features,n_points,n_qubits,V,window,shots,readout,ngrc_degree
lorenz,10,esnF,11,0.13142143034489157,160,600,,,5,,,
lorenz,10,esnF,12,0.09535954181009312,160,600,,,5,,,
lorenz,10,esnF,13,0.2327388781620306,160,600,,,5,,,
lorenz,10,esnF,14,0.2737540228042106,160,600,,,5,,,
lorenz,10,esnF,15,0.21989524784194944,160,600,,,5,,,
lorenz,10,esnF,16,0.2772540993956234,160,600,,,5,,,
lorenz,10,esnF,17,0.24349812770686288,160,600,,,5,,,
lorenz,10,esnF,18,0.14116662391468257,160,600,,,5,,,
lorenz,10,esnF,19,0.19193379868086916,160,600,,,5,,,
lorenz,10,qrc,0,0.012165285515079166,160,600,10,4,5,exact,Z+X+Y+ZZ,
lorenz,10,qrc,1,0.012376264154907838,160,600,10,4,5,exact,Z+X+Y+ZZ,
lorenz,10,qrc,2,0.016190998767758195,160,600,10,4,5,exact,Z+X+Y+ZZ,
lorenz,10,qrc,3,0.011708654171875074,160,600,10,4,5,exact,Z+X+Y+ZZ,
lorenz,10,qrc,4,0.012871768415571017,160,600,10,4,5,exact,Z+X+Y+ZZ,
mackeyglass,10,ngrc,0,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,1,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,2,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,3,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,4,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,5,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,6,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,7,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,8,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,9,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,10,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,11,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,12,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,13,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,14,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,15,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,16,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,17,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,18,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,ngrc,19,0.002412471630834943,21,600,,,5,,,2
mackeyglass,10,elmF,0,0.00203517414569913,160,600,,,5,,,
mackeyglass,10,elmF,1,0.0020512227008102394,160,600,,,5,,,
mackeyglass,10,elmF,2,0.0019672078599020436,160,600,,,5,,,
mackeyglass,10,elmF,3,0.0020512643978328024,160,600,,,5,,,
mackeyglass,10,elmF,4,0.0020869987440463957,160,600,,,5,,,
mackeyglass,10,elmF,5,0.002032909518377567,160,600,,,5,,,
mackeyglass,10,elmF,6,0.002045930428809867,160,600,,,5,,,
mackeyglass,10,elmF,7,0.0020694542198102612,160,600,,,5,,,
mackeyglass,10,elmF,8,0.00204460940586655,160,600,,,5,,,
mackeyglass,10,elmF,9,0.0019670072865957513,160,600,,,5,,,
mackeyglass,10,elmF,10,0.0019634760688342873,160,600,,,5,,,
mackeyglass,10,elmF,11,0.0020951086161693985,160,600,,,5,,,
mackeyglass,10,elmF,12,0.0020345351572120555,160,600,,,5,,,
mackeyglass,10,elmF,13,0.0020749669340439036,160,600,,,5,,,
mackeyglass,10,elmF,14,0.0021863090028762257,160,600,,,5,,,
mackeyglass,10,elmF,15,0.002082587568403944,160,600,,,5,,,
mackeyglass,10,elmF,16,0.0021315624638196676,160,600,,,5,,,
mackeyglass,10,elmF,17,0.0019974366652016815,160,600,,,5,,,
mackeyglass,10,elmF,18,0.0020238513456949775,160,600,,,5,,,
mackeyglass,10,elmF,19,0.0019965246541247396,160,600,,,5,,,
mackeyglass,10,esnF,0,0.02830082461799668,160,600,,,5,,,
mackeyglass,10,esnF,1,0.015484853173287625,160,600,,,5,,,
mackeyglass,10,esnF,2,0.013059061959878318,160,600,,,5,,,
mackeyglass,10,esnF,3,0.015012483193259835,160,600,,,5,,,
mackeyglass,10,esnF,4,0.013614853868832419,160,600,,,5,,,
mackeyglass,10,esnF,5,0.015546267468285484,160,600,,,5,,,
mackeyglass,10,esnF,6,0.018262309232864937,160,600,,,5,,,
mackeyglass,10,esnF,7,0.011829314505163493,160,600,,,5,,,
mackeyglass,10,esnF,8,0.014390486184198102,160,600,,,5,,,
mackeyglass,10,esnF,9,0.013700504988115062,160,600,,,5,,,
mackeyglass,10,esnF,10,0.014431358349781848,160,600,,,5,,,
mackeyglass,10,esnF,11,0.009987389778886866,160,600,,,5,,,
mackeyglass,10,esnF,12,0.011688213516318158,160,600,,,5,,,
mackeyglass,10,esnF,13,0.020277773773221503,160,600,,,5,,,
mackeyglass,10,esnF,14,0.011823103851856736,160,600,,,5,,,
mackeyglass,10,esnF,15,0.014062729765350014,160,600,,,5,,,
mackeyglass,10,esnF,16,0.016514869032437693,160,600,,,5,,,
mackeyglass,10,esnF,17,0.010636241580801058,160,600,,,5,,,
mackeyglass,10,esnF,18,0.011369745863038022,160,600,,,5,,,
mackeyglass,10,esnF,19,0.013771939861358712,160,600,,,5,,,
mackeyglass,10,qrc,0,0.0045863120779629715,160,600,10,4,5,exact,Z+X+Y+ZZ,
mackeyglass,10,qrc,1,0.004797406049891488,160,600,10,4,5,exact,Z+X+Y+ZZ,
mackeyglass,10,qrc,2,0.004556757070819412,160,600,10,4,5,exact,Z+X+Y+ZZ,
mackeyglass,10,qrc,3,0.004837032076853351,160,600,10,4,5,exact,Z+X+Y+ZZ,
mackeyglass,10,qrc,4,0.004722425207622,160,600,10,4,5,exact,Z+X+Y+ZZ,
henon,12,ngrc,0,5.656436364479564e-06,21,600,,,5,,,2
henon,12,esnF,0,0.017076453450555792,192,600,,,5,,,
henon,12,elmF,0,0.0009083087845653658,192,600,,,5,,,
henon,12,esnF,1,0.016296187282981368,192,600,,,5,,,
henon,12,elmF,1,0.0010441882028285393,192,600,,,5,,,
henon,12,esnF,2,0.015792976973035406,192,600,,,5,,,
henon,12,elmF,2,0.0013451325612886904,192,600,,,5,,,
henon,12,esnF,3,0.01823888776440683,192,600,,,5,,,
henon,12,elmF,3,0.0010211148339330442,192,600,,,5,,,
henon,12,esnF,4,0.02207564498219063,192,600,,,5,,,
henon,12,elmF,4,0.0011175698206811724,192,600,,,5,,,
henon,12,esnF,5,0.016443634657549607,192,600,,,5,,,
henon,12,elmF,5,0.0010402245443378037,192,600,,,5,,,
henon,12,esnF,6,0.01942592911859098,192,600,,,5,,,
henon,12,elmF,6,0.000982761825695137,192,600,,,5,,,
henon,12,esnF,7,0.015130182330278547,192,600,,,5,,,
henon,12,elmF,7,0.0009129921530625714,192,600,,,5,,,
henon,12,esnF,8,0.018252705114219375,192,600,,,5,,,
henon,12,elmF,8,0.0006176345406085027,192,600,,,5,,,
henon,12,esnF,9,0.014208809874533043,192,600,,,5,,,
henon,12,elmF,9,0.0009568899593306163,192,600,,,5,,,
henon,12,esnF,10,0.016628402083386142,192,600,,,5,,,
henon,12,elmF,10,0.0007351622382662751,192,600,,,5,,,
henon,12,esnF,11,0.014772927015294455,192,600,,,5,,,
henon,12,elmF,11,0.0015441818909867574,192,600,,,5,,,
henon,12,esnF,12,0.02171099059763825,192,600,,,5,,,
henon,12,elmF,12,0.0007334313333929011,192,600,,,5,,,
henon,12,esnF,13,0.02035306386877677,192,600,,,5,,,
henon,12,elmF,13,0.001362089597968402,192,600,,,5,,,
henon,12,esnF,14,0.025423197607041346,192,600,,,5,,,
henon,12,elmF,14,0.0011170059520570143,192,600,,,5,,,
henon,12,esnF,15,0.018791375596506055,192,600,,,5,,,
henon,12,elmF,15,0.0008387694390000322,192,600,,,5,,,
henon,12,esnF,16,0.02184630517506512,192,600,,,5,,,
henon,12,elmF,16,0.001894236638005484,192,600,,,5,,,
henon,12,esnF,17,0.0205862199578285,192,600,,,5,,,
henon,12,elmF,17,0.0007871633961187288,192,600,,,5,,,
henon,12,esnF,18,0.01953612091987238,192,600,,,5,,,
henon,12,elmF,18,0.0007209572876307581,192,600,,,5,,,
henon,12,esnF,19,0.016845866201233687,192,600,,,5,,,
henon,12,elmF,19,0.0008772051131519079,192,600,,,5,,,
henon,12,qrc,0,0.004420415548321765,192,600,12,4,5,exact,Z+X+Y+ZZ,
henon,12,qrc,1,0.004838639651072657,192,600,12,4,5,exact,Z+X+Y+ZZ,
henon,12,ngrc,1,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,2,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,3,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,4,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,5,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,6,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,7,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,8,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,9,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,10,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,11,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,12,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,13,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,14,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,15,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,16,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,17,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,18,5.656436364479564e-06,21,600,,,5,,,2
henon,12,ngrc,19,5.656436364479564e-06,21,600,,,5,,,2
lorenz,12,ngrc,0,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,1,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,2,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,3,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,4,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,5,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,6,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,7,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,8,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,9,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,10,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,11,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,12,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,13,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,14,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,15,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,16,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,17,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,18,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,ngrc,19,0.0020057288471564162,56,600,,,5,,,3
lorenz,12,elmF,0,0.0008345299749692046,192,600,,,5,,,
lorenz,12,elmF,1,0.00120827378002322,192,600,,,5,,,
lorenz,12,elmF,2,0.001040227195476476,192,600,,,5,,,
lorenz,12,elmF,3,0.000995527501863763,192,600,,,5,,,
lorenz,12,elmF,4,0.0011242492130649887,192,600,,,5,,,
lorenz,12,elmF,5,0.000814886451898202,192,600,,,5,,,
lorenz,12,elmF,6,0.0011174491927405602,192,600,,,5,,,
lorenz,12,elmF,7,0.00113168264489298,192,600,,,5,,,
lorenz,12,elmF,8,0.0012315062604641431,192,600,,,5,,,
lorenz,12,elmF,9,0.0010773548444441212,192,600,,,5,,,
lorenz,12,elmF,10,0.0008605282492006162,192,600,,,5,,,
lorenz,12,elmF,11,0.0010370401178486147,192,600,,,5,,,
lorenz,12,elmF,12,0.0013025159101912695,192,600,,,5,,,
lorenz,12,elmF,13,0.001119879080809281,192,600,,,5,,,
lorenz,12,elmF,14,0.0010572912015267902,192,600,,,5,,,
lorenz,12,elmF,15,0.0008003460829218509,192,600,,,5,,,
lorenz,12,elmF,16,0.0008483092304445844,192,600,,,5,,,
lorenz,12,elmF,17,0.0011984747003065067,192,600,,,5,,,
lorenz,12,elmF,18,0.001056355686767899,192,600,,,5,,,
lorenz,12,elmF,19,0.0011078289420651303,192,600,,,5,,,
lorenz,12,esnF,0,0.30246912349537824,192,600,,,5,,,
lorenz,12,esnF,1,0.10286540521383598,192,600,,,5,,,
lorenz,12,esnF,2,0.15819718521279694,192,600,,,5,,,
lorenz,12,esnF,3,0.22051286645972118,192,600,,,5,,,
lorenz,12,esnF,4,0.2637409762547987,192,600,,,5,,,
lorenz,12,esnF,5,0.24650084912225437,192,600,,,5,,,
lorenz,12,esnF,6,0.1002865355725268,192,600,,,5,,,
lorenz,12,esnF,7,0.10344652903714485,192,600,,,5,,,
lorenz,12,esnF,8,0.23978311946011668,192,600,,,5,,,
lorenz,12,esnF,9,0.14059173689125887,192,600,,,5,,,
lorenz,12,esnF,10,0.32942371769145345,192,600,,,5,,,
lorenz,12,esnF,11,0.21164933599560587,192,600,,,5,,,
lorenz,12,esnF,12,0.17517804528441683,192,600,,,5,,,
lorenz,12,esnF,13,0.21277645319051552,192,600,,,5,,,
lorenz,12,esnF,14,0.1711696772676167,192,600,,,5,,,
lorenz,12,esnF,15,0.16101647315171957,192,600,,,5,,,
lorenz,12,esnF,16,0.17482283055373904,192,600,,,5,,,
lorenz,12,esnF,17,0.15924321446957482,192,600,,,5,,,
lorenz,12,esnF,18,0.16454597391759693,192,600,,,5,,,
lorenz,12,esnF,19,0.19606749508146584,192,600,,,5,,,
